track_id,track_name,artist,artist_id,album,genre
1otkkrfHaP64XlGcZEj6cI,vonoff flow,GGM Kimbo,6bOmh7MQ7xtlCFE6YTFMak,vonoff flow,amapiano
6i3wGaPawYukCC1CETD2Vh,"DJ POOL, DON’T STOP",Sik-K,5DIi2JWfQPTKffaVBlIYRn,KC2.5,amapiano
6FwA9E4uOQp6TSTUK0dBrV,Yara,Ghvstclub,3xZZnLrFVGNdJh0CMoBcwy,Misfits,amapiano
1LOq9dhGdooVe9KwNFDwuA,ambient resonance,Lonely Lies,4Bv8nfuBV3hv0yVXXgYozl,ambient resonance,ambient
3SsFgvT5api7ZGBP4FcMX0,Ambient,331Music,2fAAEqIS8u1gCAvy103Vtv,Royalty Free Background Music,ambient
1EcReGfESece5aPkprId13,i could be the one - Ambient,Inan,4oI5YoRw5Brc56oaK0JYAG,i could be the one (Ambient),ambient
6vNuyohxSW9rChRMpzIbA2,ambient resonance - slowed,Lonely Lies,4Bv8nfuBV3hv0yVXXgYozl,ambient resonance,ambient
3bCmDqflFBHijgJfvtqev5,1/1 - Remastered 2004,Brian Eno,7MSUfLeTdDEoZiJPDSBXgi,Ambient 1: Music For Airports (Remastered 2004),ambient
72a5gVOI8viG16Y2vmHBQ4,432 Hz Ambient Relaxation,Miracle Tones,4rXABp4A7KjG9elWFNAbO4,432 Hz Deep Sleep,ambient
3D66U1iMeZX970rK6SAo5u,Ambient,A Big Enough Sky,2LDNwWVAiG9sHeT3nn16uF,Glimpse of Us,ambient
0Pg0frSTti7d8Ck1OmOYkz,#20,Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,Selected Ambient Works Volume II,ambient
7glKwbR1DyuIuE6XvZvJbQ,#3,Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,Selected Ambient Works Volume II,ambient
3lBsPAf54RoDSYRJDFu77J,Ambient,Ahoy,3kHSXRs8lTQUKYS47zebIj,Iconic Arms EP,ambient
713EkYxMqJOn6ap06QFRcw,Ambient,hopping rabbit,5JQTqBnyp3c7umLB88RXSh,hopping rabbit,ambient
23dz3xObUUaRVBJHpU8FJz,Ambient,Maja Wójcik,0K4fzKS5jyFt9Z87VhpBTk,Muzyka Relaksacyjna dla Dzieci,ambient
1Peej3gwOe8MpNO1f4lhQs,Ambient,6YNTHMANE,24YUNOEuu3kf4OOtC8cQE5,Ambient,ambient
3aYlpdjI4wOVLUdGVmGfjG,Ambient,Wolf Schranze,4MtvBs0l4svT0L3QQLwPMM,Liquify,ambient
3UUmTCQoJEp9jesSbqMDCu,Ambient,Toneloom,0BzzSj0AjZ9sErERsOr8aD,Violin,ambient
4g6Vw8odUtPpxCQqpZwfGR,Ambient Rain Noise,Dark Focus,2njHaC9RSwt6ySM3HgGgfB,Ambient Nature Noise,ambient
628dO7vyGZ7d6G5n6JvobL,Ambient,"千葉""""naotyu-""""直樹",41lkYjY9CYtCQzGLUFl00m,「マギアレコード 魔法少女まどか☆マギカ外伝」 Music Collection 2,ambient
6CvRhqgufOLoYhujaZoxSt,Ambient Brown 150 Hz Soft Q,Ambient Eclipse,5kfu1YGIiPo81N6z7ipvOB,Focus Freq.,ambient
0AQh9SJCtUGfYHxzAY9tuP,Ambient,Don Carlos,5WF9UkgNk1JGU2C76UayUq,Mediterraneo (Club Favourites Collection '90/98),ambient
7ohOcA3cRCPLqNmjrDzFZn,Ambient Focus,Relaxing Music for Stress Relief,0dUAmhoKaryMpSVRlXCwQL,Release Point,ambient
01MV13Hg9sfFNtgcMidjgE,Focus On Noise,Hovar,3COnOYhmr8nINwgd54Z8wj,Lean Noise,ambient
6IpA6AJYxYi2rViFWWidXw,Gloaming,Calil,0wZ9TiIXE76xXjZUUbVmN7,Gloaming,ambient
720cFmiRJj0brle3kQ7nHH,Dreams From Bunker Hill,Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,X's,ambient
7JQ9HVSVwp3AbC8JP9WRbK,Ambient Reflections,LO FI BEATS,1HbPF37QCp6ZOKN0PEtjoW,Crystal Beats: Chill Lofi Music,ambient
6qYXYbHmNhkoWsvfSPWgTc,ambience ambien,Full Kill,4qkMttEnRPtb5Gk1nt19Kz,SPIT,ambient
20IS5seqBWbguN2cFrIqBJ,Ambient Folk,Blanched Coal,1HFcGTjgHnKILERdimlfUO,Murmur,ambient folk
3UET5nqq4Noi4hlNa4L0xt,Man of Mine,Georgi Krastev,16v2ZYiOULdGuzZkhTnAhK,Man of Mine,ambient folk
0EFZihyuzAKHCozChCS9c7,old folk house,Kan Sano,5b3ZFm6P1lpZIASMDnBDs9,old folk house,ambient folk
5zIr2RENOpIa06TcY2dojn,Viento,Ajeet,3sBtKwaTveANiltp7XgBLU,Viento,ambient folk
57jMka3MGAQLDH2aT4tdse,Taper,Hilary Woods,4S05GVttpg3rjOte0SX749,Taper,ambient folk
10ZqZOxq7uLn8hEOzvN6ZK,Past It,Keaton Henson,6GFfu1alUSrL7qazImC160,Past It / Loose Ends,ambient folk
2MTZjX6nfGpXu0tR1AOVou,Homesick,Kings of Convenience,41AbNVba2ccpmcc9QtOJE7,Riot On An Empty Street,ambient folk
3zGdsvLKJveo3u1WinRJKK,Thought Therein,Lowswimmer,7FW2qwsY0zLV9GppWatQ5P,World Over,ambient folk
5eG8QuQKOBvDeCyoOeMkhT,Alps,Novo Amor,0rZp7G3gIH6WkyeXbrZnGi,Alps,ambient folk
1JlUE6inh6wnzCpuZGE1yB,Eleven Years,White Latex,5Ne2cH95chM7wgjsqPn0vM,Eleven Years,ambient folk
77IwPfYgetVTqvF1CBoNO9,나무들 사이의 조화,평화나무,2qzuJMoDMDYWHKeZOR0Bbf,마음이 편안해지는 명상 음악,ambient folk
7rIhp6EWLNtM8qFIQruJPT,Wash.,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,"Bon Iver, Bon Iver",ambient folk
6VPbvxRvlrkbjZMmJ6Khvu,숲,Towner & Town Chief,3Qm5uwdUYz6Bz64XOqsiYD,시인과 촌장 3집 (숲),ambient folk
6EK3ncKqMAkcSUaHLZ8kTN,"백월 (白月, Backing Track)",Composer K,2vkMeWeHqstoslhFR9H1n5,백월 (白月),ambient folk
1pm7U6ejqed66OHrp8hduk,Callie Rose,Jake Xerxes Fussell,40iG1d2wC4KdBLb8wXNq33,Daybreakers / Callie Rose,ambient folk
4INBueRRIjliP4ldVcd6Bd,Digital Geometry,Scott Orr,12vInSu21rqLXfH6QKTLl1,Digital Geometry,ambient folk
2unhwFru9sVt2EfuJfnwU7,Hiraeth,Sofie Birch,6kEyGr2dFnzcKGxpHmnJnn,Hiraeth,ambient folk
1HEtk4XExGypI6tfRqJsjw,때,Towner & Town Chief,3Qm5uwdUYz6Bz64XOqsiYD,시인과 촌장 3집 (숲),ambient folk
7yOZbrZSMo1ZAGwpaOeH1E,Another Way,Christian Forshaw,3hb2rYbbTMlvmd42CCH3kJ,Another Way,ambient folk
6q3gL2QyWA7P8kEVSXoP9u,푸른 바람 속으로,평화나무,2qzuJMoDMDYWHKeZOR0Bbf,조용히 흐르는 시간,ambient folk
37iTe8V28oEDeNuXKgIdez,맑은 하늘,평화나무,2qzuJMoDMDYWHKeZOR0Bbf,나무 사이로 걷다,ambient folk
0dMYAnaq8K6UlQLJXqoZGV,푸른 돛,Towner & Town Chief,3Qm5uwdUYz6Bz64XOqsiYD,푸른 돛,ambient folk
3yTF5QydbILw4WhUWcHuti,평화로운 저녁,평화나무,2qzuJMoDMDYWHKeZOR0Bbf,나무 사이로 걷다,ambient folk
1WAc382EKkLT485zOJ1N75,잔잔한 여운,평화나무,2qzuJMoDMDYWHKeZOR0Bbf,조용히 흐르는 시간,ambient folk
7cM8f2SInmRspLGswmFmWV,Open Lungs,Message To Bears,6MmQrV24zUeieNf027zkh3,"Tired Eyes, Waking Hearts",ambient folk
59hVbgr8rfYkDbHfr8RcGI,IRIS OUT,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,IRIS OUT,anime
7v8wKvNQQIxkugCFFjrkaO,残響散歌,Aimer,0bAsR2unSRpn6BQPEnNlZm,残響散歌,anime
1nysdCpKAh6yif4JkmoiNy,カーテンコール,Yuuri,0ixzjrK1wkN2zWBXt3VW3W,カーテンコール,anime
57zxteL8GBwVngmhZ0K8Ze,Anime Seasons,Dead Rave,25NUItPbyvsjK30D30JuqI,"Eternal Senpai Era Compilation, Vol. 2",anime
1zd35Y44Blc1CwwVbW3Qnk,群青,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,THE BOOK,anime
2OhStQJiQ1CFGvCZKMaItL,残酷な夜に輝け - Shine in the Cruel Night,LiSA,0blbVefuxOGltDBa00dspv,残酷な夜に輝け - Shine in the Cruel Night,anime
1oFqKeepmT5S8BCGqJl7Ar,革命道中 - On The Way,AiNA THE END,5k7KS34gxQbzdQaXWSOVKC,革命道中 - On The Way,anime
6woV8uWxn7rcLZxJKYruS1,Hai Yorokonde,Kocchi no Kento,3qQKrWwcqJlE4OS4e1ox7x,Hai Yorokonde,anime
6y4GYuZszeXNOXuBFsJlos,Kaikai Kitan,Eve,58oPVy7oihAEXE0Ott6JOf,Kaikai Kitan / Ao No Waltz,anime
5QseXDzPvtjdeaWNhYbm0m,Haru wo Tsugeru,yama,7kOrrFIBIBc8uCu2zbxbLv,Haru wo Tsugeru,anime
2wLLcSdMa5NjG0TzqtbuaB,Anime,Greg Maroney,13CLZBR9RbwxLXRyh5m3MC,The Journey,anime
04TshWXkhV1qkqHzf31Hn6,Lemon,Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,STRAY SHEEP,anime
2qS3PkIYZXsqnBZEzaGnpJ,Anime,Magiksolo,0usfVwzr87kV9NKoVobC6R,Anime,anime
3vX7rea6Mi4mBDRCcpJGv7,"Akaza's Theme - 猗窩座の過去 (From ""Demon Slayer"") Piano",Anime Pro,5IEia4rJAPltpkjXVwf613,"Akaza's Theme - 猗窩座の過去 (From ""Demon Slayer"") Piano",anime
0Et5LennQBo7aPBdmAyy4b,ANIME,LUCKY TAPES,7tyrh2CwSnilzMD8olQxcx,ANIME,anime
1kMlcLyljkrShV0LSdSGBz,Yesterday,OFFICIAL HIGE DANDISM,5Vo1hnCRmCM6M4thZCInCj,Traveler,anime
4Q5Mitg761uwOGtCd7Slpl,ANIME,JOY.,2sphpXGg1u97VSzbm5gR2P,ANIME,anime
2vJjUXJlquNXXGjKiDiSwI,Anime Thighs,MC Virgins,3iNL7rw7fpmysjZvhB8vi7,Anime Thighs,anime
3c4u0cwFV02qq78RzOZWXB,Anime Janai ～ Yume wo Wasureta Furui Chikyujin-yo,Masahito Arai,6SSYiSSaA0SedMsVpH5GwM,Anime Janai ～ Yume wo Wasureta Furui Chikyujin-yo,anime
3yyFNFV2MQIQ4M6Rj88Eru,Anime,Mari Ferrari,6WEmnL6VvRN4QKUqq9dZHs,Anime,anime
0Ohu5EzvKzHFFQSmYpe5Sm,ANIME PHONK,†SPIDER†,2KT5aq4yXYMC8UYMNHl8Ef,ANIME PHONK,anime
4Kk7YskQDdYNzcZANtOZ7V,ANIME,Sailor Goon,1FZj2HbeTP7F5xOqIrPKKZ,ANIME,anime
2FJW554Q1d5pzpKXCYcITr,Sexy Anime Girls!!!,K!d W!cked,6oyFvEnjh1K618P0ypWdGG,Sexy Anime Girls!!!,anime
5h5nuAZnJFEaiAuSoMBOv2,Anime,Negative XP,6GDYGPbleLhFKnmK4TYhQ7,Gamer 2,anime
47jlMsfYFqvrNScJ0JuMl1,"Platinum Disco (from ""Nisemonogatari"") - English Cover",Lizz Robinett,47SKKz21c5Zd3Fh8u8pMvP,"Platinum Disco (from ""Nisemonogatari"")",anime
2fuYa3Lx06QQJAm0MjztKr,Let Down,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,OK Computer,art rock
2KylN9C0wNbzLgZNTG9oiU,when you sleep,my bloody valentine,3G3Gdm0ZRAOxLrbyjfhii5,loveless,art rock
0pQskrTITgmCMyr85tb9qq,Starman - 2012 Remaster,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),art rock
2TjdnqlpwOjhijHCwHCP2d,The Great Gig in the Sky,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,The Dark Side of the Moon,art rock
0z1o5L7HJx562xZSATcIpY,Exit Music (For A Film),Radiohead,4Z8W4fKeB5YxbusRsdQVPb,OK Computer,art rock
2kRFrWaLWiKq48YYVdGcm8,Everything In Its Right Place,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Kid A,art rock
2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,6MDME20pz9RveH9rEXvrOM,What Is Love? (Deluxe Edition),art rock
5Qv2Nby1xTr9pQyjkrc94J,All I Need,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,In Rainbows,art rock
7Jzw6ZqrFefr5KlrQzgGJr,artsick,tricot,5IKKS7LhpdlmMwqIagqf3f,T H E,art rock
6LgJvl0Xdtc73RJ1mmpotq,Paranoid Android,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,OK Computer,art rock
1tZcw7GtIqviL32bzaKdSo,(Nice Dream),Radiohead,4Z8W4fKeB5YxbusRsdQVPb,The Bends,art rock
35YyxFpE0ZTOoqFx5bADW8,Nude,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,In Rainbows,art rock
0jyikFM0Umv0KlnrOEKtTG,My Iron Lung,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,The Bends,art rock
2rtGaCAeYtmcIvuZsvgTf6,How to Disappear Completely,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,Kid A,art rock
4wajJ1o7jWIg62YqpkHC7S,Weird Fishes / Arpeggi,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,In Rainbows,art rock
2ctvdKmETyOzPb2GiJJT53,Breathe (In the Air),Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,The Dark Side of the Moon,art rock
7fKOpunkjP4Pcgyc3hxCZz,ART GANG MONEY (feat. REDDY),Swervy,0YE7929Kw8hXmap9LKxUiC,ART GANG MONEY (feat. REDDY),art rock
0YJ9FWWHn9EfnN0lHwbzvV,Jigsaw Falling Into Place,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,In Rainbows,art rock
5pkowV2jopPcQzYApEiBpf,New Rock,Byul.org,51mq386PWBqyWooRdxxlxP,Me & My Dog,art rock
6UO72VSXEONxdfLyABihs9,Black Star,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,The Bends,art rock
3hzE3nytrQXLy0OikV9Ph3,Artistic Partisan,ALKALOID,7G3q9XMPPbhYYvszkrLqwF,ALKALOID ✕ Valkyrie「Artistic Partisan」 あんさんぶるスターズ！！ FUSION UNIT SERIES 03,art rock
6eILof9c784PFmizsYZbV2,JUNKY'S LAST KISS,ART-SCHOOL,53qmbfZrKa81AKLdojnxBT,UNDER MY SKIN,art rock
3tczE7x8dCOowujDao0wP8,대중문화예술기획업,DEEPFLOW,4E7PyG6Vo26X1I9qURf45z,FOUNDER,art rock
4ix8rheAyF0nqr32ZtMFri,rok,trunx,37jB6uHpxkWgDoBj4xdH3H,rok,art rock
6HNgyf3EW5WHSOPkHBbo0Q,Polydream,Dabda,0ndvlJnYkMJZhet7fVhk9C,"But, All The Shining Things Are",art rock
4aKWvufAudqaR3MMa8K9h8,Avant Garde Kim,The Black Skirts,6WeDO4GynFmK4OxwkBzMW8,201 (Special Edition),avant-garde
1eV5LUtHRTwrsBkpU8CbGT,Avant-garde HISTORY,Roselia,1bljHdc9g7V7ZLkYuf4yfy,Wahl,avant-garde
3PDKVBFyJ3MSCH10o5fdf9,OKP Cipher,Avantgardey,7wWcNbCAfY0H6dXhzcKEeH,OKP Cipher,avant-garde
49fc6EwdmbgaMKzbi7rT54,Avant Gardener,Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y,The Double EP: A Sea of Split Peas,avant-garde
15YQqPnztkySRR6c3eBnRl,Work It,Avantgardey,7wWcNbCAfY0H6dXhzcKEeH,Work It,avant-garde
0r2WNF2Tx5d36BgXYQyYvM,May day,Avant Garde,6X6QPBDPljsVQx33DHliYa,May day,avant-garde
67YoRbGhV9IhDdBFZhrLCX,Avant Garde,yaego,3F5cNbKjtYHvv43yu5BhKp,ÆRO: DELUXE,avant-garde
4AkXE5K2Zh9qUnTaHsbkPn,avant garde,Flacvih,5vyWkHZrsvbjPskzIatoFg,avant garde,avant-garde
0Y0vVwua2457CWR1t2xWIR,avant-garde,Swoger,5nqiF0AEboatlHzDHNayUI,dreams with distorted faces,avant-garde
1SMdm0arRn2bXy1Uspa4OJ,The Avant Garde,David Byrne,20vuBdFblWUo2FCOvUzusB,Who Is The Sky?,avant-garde
3xNsHKqsBYt4aV90Bp4l5Y,Le chien d'avant garde,Keren Ann,4v1YZL83eLyemlt32wWAoA,La disparition,avant-garde
5KmlB7F77xHGFjoTHfQ6eJ,avant-garde,Swoger,5nqiF0AEboatlHzDHNayUI,avant-garde,avant-garde
4vfrRItDXnJGnAVfr5210G,Avant,KAVE,2ULfZAs05dyyWxznOPua14,Flight of Ideas,avant-garde
0kUMe7RUKmQYWZC5zRa1RX,avante,Shin Ji Hoon,0RpcAXbMHCcEEurjyHvuyg,Shin Ji Hoon 2nd Album 'Peace',avant-garde
11MDYWlVu3ay3RyyGvcjyg,Crooked,SMUSUPER,6Yh8Yjj1at7wyNfTbb5ZPl,Crooked,avant-garde
17U22ITjRuuiYlrPCExAiw,AVANT GARDE,Sirio,4eWZRxh8TrrKlTwFAkyopH,ART BRUT COLLAGE,avant-garde
2EipuecEo18EYYvqcj4eoE,Every Time We Say Goodbye - Remastered,Betty Carter,6HB1MchEEMg40EisSJuenZ,Avant-Garde Jazz (Remastered),avant-garde
7DAMG7QY6VYazuuYfQVTJl,Cocktails for Two - Remastered,Betty Carter,6HB1MchEEMg40EisSJuenZ,Avant-Garde Jazz (Remastered),avant-garde
2gG3ivmsfylVXLyIJvLXyN,Journey In Satchidananda,Alice Coltrane,0oKYiTD5CdNbrofRvM1dIr,Journey in Satchidananda,avant-garde
4q1gTFIxHFRQKICbIuVH8C,Avant,Eve,58oPVy7oihAEXE0Ott6JOf,Avant,avant-garde
5TUnAmbZFzje3SWKkDzk2j,あバンギャルど,Plastic Tree,5O4DsTkJ6z2eTSvIHZ6sDo,インク,avant-garde
4tscsbUMuX7EUZE2m97C6d,Avant,Eve,58oPVy7oihAEXE0Ott6JOf,Kaizin,avant-garde
1dfOmDF2cgL7rKFmlAGuPM,Avanti Q,Jonny Greenwood,0z9s3P5vCzKcUBSxgBDyLU,One Battle After Another (Original Motion Picture Soundtrack),avant-garde
0EjtZmOLT6WLShJRHCFWVU,Tapestry from an Asteroid,Sun Ra,0tIODqvzGUoEaK26rK4pvX,We Travel the Spaceways,avant-garde
3PoglM3oH7jP9FGwKAWBbw,앙팡테리블,Ghvstclub,3xZZnLrFVGNdJh0CMoBcwy,Enfant terrible,avant-garde
